track_name	track_artist	track_popularity	track_album_name	track_album_release_date	playlist_name	playlist_id	dancebility	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	subgenre	genre
Modern Jesus	Portugal. The Man	60	Evil Friends	2013-05-31	Indie/Jazz Poptimism	PFXkze	0.627	0.633	10	-7.41	0	0.0305	0.133	7.07e-05	0.216	0.763	85.999	194053	indie poptimism	pop
Before Paris	Tom Misch	50	Geography	2018-04-06	Indie/Jazz Poptimism	PFXkze	0.714	0.373	6	-12.269	0	0.234	0.711	0.0373	0.134	0.082	103.967	149811	indie poptimism	pop
Sweet Emotion	The Kooks	4	Listen	2014-01-01	Indie/Jazz Poptimism	PFXkze	0.766	0.825	10	-5.266	0	0.0706	0.0498	0.000137	0.104	0.583	98.007	308569	indie poptimism	pop
Midnight Moon	Oh Wonder	49	Oh Wonder	2015-09-04	Indie/Jazz Poptimism	PFXkze	0.681	0.484	1	-9.978	1	0.0563	0.641	0.00631	0.115	0.646	143.044	210756	indie poptimism	pop
Wander With Me	Tom Misch	53	Beat Tape 2	2015-08-28	Indie/Jazz Poptimism	PFXkze	0.8	0.427	6	-7.923	1	0.0346	0.584	NA	0.104	0.218	113.975	287228	indie poptimism	pop
Good Morning	Two Door Cinema Club	41	Gameshow (Deluxe Edition)	2016-10-14	Indie/Jazz Poptimism	PFXkze	0.77	0.729	9	-5.775	0	0.0306	0.292	0.000268	0.151	0.841	115.032	236173	indie poptimism	pop
Sun	Two Door Cinema Club	60	Beacon	2012-09-03	Indie/Jazz Poptimism	PFXkze	0.647	0.534	4	-5.439	0	0.0279	0.011	0.000249	0.104	0.673	96.98	187720	indie poptimism	pop
Where Is The Love?	The Black Eyed Peas	1	Where Is The Love? (International Version)	2003-01-01	Indie/Jazz Poptimism	PFXkze	0.836	0.699	5	-3.235	1	0.179	0.114	0	0.13	0.818	94.092	273813	indie poptimism	pop
Lightenup	Parcels	62	Parcels	2018-10-12	Indie/Jazz Poptimism	PFXkze	0.857	0.658	0	-9.8	1	0.0388	0.015	NA	0.105	0.703	122.969	237227	indie poptimism	pop
OdeToYou	Flitz&Suppe	52	OdeToYou	2016-10-31	Indie/Jazz Poptimism	PFXkze	0.673	0.356	3	-10.683	0	0.0365	0.503	0.814	0.111	0.145	81.008	181481	indie poptimism	pop
Slow Burn	Brian Bromberg	19	Downright Upright	2007-02-20	Indie/Jazz Poptimism	PFXkze	0.718	0.471	7	-11.139	1	0.04	0.567	0.576	0.102	0.569	80.025	367893	indie poptimism	pop
Violet City	Mansionair	4	Violet City	2018-04-05	Indie/Jazz Poptimism	PFXkze	0.596	0.784	3	-6.723	0	0.033	0.0642	0.139	0.216	0.432	162.019	213516	indie poptimism	pop
Blue Light	SUN SILVA	40	Blue Light	2018-09-03	Indie/Jazz Poptimism	PFXkze	0.506	0.61	4	-11.224	0	0.0407	0.00775	0.0938	0.18	0.382	147.455	222106	indie poptimism	pop
Happy Man	Jungle	52	Happy Man	2018-05-08	Indie/Jazz Poptimism	PFXkze	0.593	0.563	9	-6.409	0	0.0326	0.161	1.66e-05	0.0675	0.141	108.014	190318	indie poptimism	pop
Beautiful Escape	Tom Misch	65	Beat Tape 2	2015-08-28	Indie/Jazz Poptimism	PFXkze	0.944	0.514	5	-7.895	1	0.195	0.0684	0.00209	0.103	0.331	120.004	276785	indie poptimism	pop
Right As Rain	Adele	51	19	2008-01-28	Indie/Jazz Poptimism	PFXkze	0.842	0.679	1	-5.876	1	0.0853	0.776	0	0.0891	0.918	137.196	197347	indie poptimism	pop
Heavy, California	Jungle	62	For Ever	2018-09-14	Indie/Jazz Poptimism	PFXkze	0.674	0.713	6	-7.46	0	0.036	0.0733	0.139	0.169	0.704	111.017	184600	indie poptimism	pop
The Journey	Tom Misch	56	Beat Tape 2	2015-08-28	Indie/Jazz Poptimism	PFXkze	0.625	0.398	9	-10.218	0	0.0338	0.279	0.747	0.0893	0.265	86.992	266820	indie poptimism	pop
Watch Me Dance	Tom Misch	51	Watch Me Dance	2016-05-23	Indie/Jazz Poptimism	PFXkze	0.771	0.29	10	-13.413	0	0.0341	0.323	0.0316	0.0645	0.192	118.003	303586	indie poptimism	pop
Hang Glide	Anomalie	38	Hang Glide	2017-12-08	Indie/Jazz Poptimism	PFXkze	0.706	0.316	6	-8.127	0	0.0602	0.497	0.617	0.189	0.459	78.965	234066	indie poptimism	pop
Seasons	Aso	46	Two / Seven EP	2018-02-07	Indie/Jazz Poptimism	PFXkze	0.772	0.413	6	-7.32	0	0.0362	0.114	0.839	0.112	0.339	92.997	266000	indie poptimism	pop
Here If You Want (Pale Blue)	MOSSS	56	Here If You Want (Pale Blue)	2017-06-16	Indie/Jazz Poptimism	PFXkze	0.761	0.6	7	-7.348	1	0.0765	0.269	0.864	0.108	0.557	96.015	199036	indie poptimism	pop
Mornin Dew	Sunni Colon	53	Satin Psicodelic	2018-08-29	Indie/Jazz Poptimism	PFXkze	0.471	0.466	7	-11.466	0	0.0469	0.183	0.725	0.121	0.104	102.988	324130	indie poptimism	pop
Loose Ends	Loyle Carner	55	Loose Ends	2019-02-28	Indie/Jazz Poptimism	PFXkze	0.79	0.675	11	-6.952	0	0.319	0.166	1.36e-05	0.103	0.363	90.961	256198	indie poptimism	pop
Breezeblocks	alt-J	72	An Awesome Wave	2012-05-28	Indie/Jazz Poptimism	PFXkze	0.569	0.645	5	-7.368	1	0.0387	0.118	0.00114	0.146	0.247	74.985	227080	indie poptimism	pop
Taro	alt-J	63	An Awesome Wave	2012-05-28	Indie/Jazz Poptimism	PFXkze	0.35	0.476	5	-10.653	1	0.034	0.765	0.0039	0.0785	0.293	171.938	314987	indie poptimism	pop
Lagoon	Laura Misch	48	Lagoon	2018-02-06	Indie/Jazz Poptimism	PFXkze	0.745	0.344	9	-11.841	0	0.0302	0.671	0.607	0.129	0.24	99.997	255215	indie poptimism	pop
Too Much	Tora	42	Take a Rest	2017-06-09	Indie/Jazz Poptimism	PFXkze	0.728	0.48	8	-9.599	1	0.0349	0.589	0.49	0.102	0.0943	127.999	154403	indie poptimism	pop
Hark	Tom Misch	43	Beat Tape 2	2015-08-28	Indie/Jazz Poptimism	PFXkze	0.746	0.451	9	-9.065	0	0.146	0.181	0.892	0.0751	0.186	127.958	163630	indie poptimism	pop
Withorwithout	Parcels	60	Parcels	2018-10-12	Indie/Jazz Poptimism	PFXkze	0.803	0.662	0	-8.073	1	0.0308	0.642	0.901	0.151	0.814	105.012	205049	indie poptimism	pop
Morning Dew	Matt Quentin	58	Morning Dew	2018-01-05	Indie/Jazz Poptimism	PFXkze	0.686	0.332	9	-11.759	1	0.0454	0.89	0.342	0.107	0.0745	80.994	237037	indie poptimism	pop
Ottolenghi	Loyle Carner	54	Ottolenghi	2018-10-11	Indie/Jazz Poptimism	PFXkze	0.752	0.584	7	-10.634	1	0.275	0.364	0.017	0.197	0.264	94.918	197600	indie poptimism	pop
Krispy	Loyle Carner	50	Not Waving, But Drowning	2019-04-19	Indie/Jazz Poptimism	PFXkze	0.775	0.298	7	-13.01	1	0.314	0.913	0.00626	0.108	0.139	89.975	221092	indie poptimism	pop
The Optimist	Cory Wong	41	The Optimist	2018-08-17	Indie/Jazz Poptimism	PFXkze	0.677	0.839	0	-6.712	1	0.0338	0.0851	0.842	0.0791	0.555	102.997	215520	indie poptimism	pop
Skyline	FKJ	61	French Kiwi Juice	2017-03-02	Indie/Jazz Poptimism	PFXkze	0.697	0.433	7	-9.822	0	0.052	0.614	NA	0.0901	0.266	148.087	249847	indie poptimism	pop
Good Together	HONNE	59	Warm On A Cold Night (Deluxe)	2016-07-13	Indie/Jazz Poptimism	PFXkze	0.683	0.658	5	-5.46	0	0.0293	0.0874	0.000487	0.133	0.507	96.99	228522	indie poptimism	pop
Me & You ◑	HONNE	65	Love Me / Love Me Not	2018-08-24	Indie/Jazz Poptimism	PFXkze	0.769	0.546	0	-8.27	0	0.0387	0.645	NA	0.0948	0.603	120.22	243601	indie poptimism	pop
Apple Pies & Butterflies	Blue Wednesday	34	Beat Tape 1	2016-11-25	Indie/Jazz Poptimism	PFXkze	0.846	0.377	10	-13.698	0	0.169	0.385	0.847	0.0409	0.606	100.028	196232	indie poptimism	pop
King of Everything	Dominic Fike	61	Dont Forget About Me, Demos	2018-10-16	Indie/Jazz Poptimism	PFXkze	0.636	0.474	5	-8.096	1	0.077	0.784	0.0613	0.113	0.571	167.064	194360	indie poptimism	pop
Warm on a Cold Night	HONNE	59	Warm On A Cold Night (Deluxe)	2016-07-13	Indie/Jazz Poptimism	PFXkze	0.342	0.609	8	-5.68	1	0.0943	0.185	0.00052	0.0799	0.401	82.989	261595	indie poptimism	pop
Still	Loyle Carner	53	Not Waving, But Drowning	2019-04-19	Indie/Jazz Poptimism	PFXkze	0.773	0.811	8	-7.373	1	0.233	0.522	0.105	0.135	0.609	91.777	213531	indie poptimism	pop
Islands	The xx	62	xx	2009-08-16	Indie/Jazz Poptimism	PFXkze	0.871	0.472	4	-11.077	1	0.0756	0.74	0.286	0.145	0.707	124.04	160720	indie poptimism	pop
Hypnotised	Franc Moody	43	Dance Moves	2018-03-27	Indie/Jazz Poptimism	PFXkze	0.661	0.515	2	-9.39	0	0.0806	0.166	0.0679	0.125	0.727	185.132	207049	indie poptimism	pop
Carluccio	Loyle Carner	50	Not Waving, But Drowning	2019-04-19	Indie/Jazz Poptimism	PFXkze	0.774	0.782	6	-4.906	0	0.14	0.623	0.19	0.121	0.665	90.831	191782	indie poptimism	pop
Julia	Jungle	52	Jungle	2014-07-14	Indie/Jazz Poptimism	PFXkze	0.623	0.647	10	-7.511	0	0.0301	0.022	0.00108	0.109	0.277	107.996	195294	indie poptimism	pop
So Good Looking	The Kooks	53	So Good Looking	2019-06-21	Indie/Jazz Poptimism	PFXkze	0.545	0.833	7	-4.6	1	0.153	0.0047	1.42e-05	0.0745	0.741	149.937	203285	indie poptimism	pop
Still Beating	Mac DeMarco	66	This Old Dog	2017-05-05	Indie/Jazz Poptimism	PFXkze	0.709	0.496	1	-10.528	0	0.0417	0.581	0.195	0.151	0.469	78.477	181587	indie poptimism	pop
Feeling Lonely	boy pablo	68	Soy Pablo	2018-10-05	Indie/Jazz Poptimism	PFXkze	0.635	0.537	6	-10.45	0	0.0536	0.014	3.72e-05	0.103	0.885	117.942	197947	indie poptimism	pop
Dance Moves	Franc Moody	56	Dance Moves	2018-03-27	Indie/Jazz Poptimism	PFXkze	0.824	0.75	10	-7.646	0	0.0477	0.177	0.0356	0.0705	0.705	116.005	201376	indie poptimism	pop
Enough to Believe	Bob Moses	54	Battle Lines	2018-09-14	Indie/Jazz Poptimism	PFXkze	0.681	0.407	5	-12.366	0	0.0297	0.512	0.00753	0.111	0.294	109.979	279573	indie poptimism	pop
No Pressure	The Kooks	52	Lets Go Sunshine	2018-08-31	Indie/Jazz Poptimism	PFXkze	0.505	0.674	2	-3.918	1	0.0304	0.103	0	0.723	0.332	120.164	216617	indie poptimism	pop
Dreams	Beck	59	Colors	2017-10-13	Indie/Jazz Poptimism	PFXkze	0.582	0.938	1	-5.73	0	0.0392	0.000744	0.0206	0.0841	0.794	113.994	314487	indie poptimism	pop
Dissolve Me	alt-J	50	An Awesome Wave	2012-05-28	Indie/Jazz Poptimism	PFXkze	0.39	0.618	2	-8.14	1	0.0409	0.0914	0.0594	0.0835	0.115	105.585	239013	indie poptimism	pop
Dollar	Electric Guest	26	Dollar	2019-07-15	Indie/Jazz Poptimism	PFXkze	0.799	0.58	0	-8.152	0	0.0891	0.47	0.000183	0.154	0.601	95.039	208747	indie poptimism	pop
Home	Tom Misch	47	Beat Tape 2	2015-08-28	Indie/Jazz Poptimism	PFXkze	0.763	0.327	9	-7.563	1	0.031	0.364	0.866	0.124	0.556	114.014	268438	indie poptimism	pop
Dopamine	Franc Moody	46	Dopamine	2017-02-15	Indie/Jazz Poptimism	PFXkze	0.818	0.562	10	-7.779	0	0.0356	0.0987	0.813	0.355	0.57	125.03	243946	indie poptimism	pop
Nightgowns	Tom Misch	54	Beat Tape 2	2015-08-28	Indie/Jazz Poptimism	PFXkze	0.847	0.552	10	-8.85	0	0.433	0.53	0.000235	0.15	0.337	91.874	166164	indie poptimism	pop
Time	Jungle	56	Jungle	2014-07-14	Indie/Jazz Poptimism	PFXkze	0.693	0.695	5	-8.435	1	0.0446	0.192	0.000925	0.489	0.553	120.015	213614	indie poptimism	pop
The Sun	Myd	56	All Inclusive	2017-10-13	Indie/Jazz Poptimism	PFXkze	0.774	0.673	5	-6.473	0	0.035	0.22	NA	0.0973	0.917	126.016	210040	indie poptimism	pop
Overnight	Parcels	37	Overnight	2017-06-21	Indie/Jazz Poptimism	PFXkze	0.81	0.818	8	-9.599	0	0.0511	0.343	0.0548	0.113	0.887	119.982	219603	indie poptimism	pop
Dangerous	No Friends	46	No Friends & Kodie 2	2020-01-01	The Edge of Indie Poptimism	XEgkcp	0.684	0.58	1	-9.947	1	0.148	0.000479	0.000216	0.113	0.212	123.954	194093	indie poptimism	pop
My Corduroy Hat	Neighbor Susan	41	My Corduroy Hat	2019-12-25	The Edge of Indie Poptimism	XEgkcp	0.566	0.675	9	-8.063	1	0.0305	0.000603	0.0134	0.0757	0.385	139.981	264009	indie poptimism	pop
Could Be Fun	Banana Club	46	Could Be Fun	2020-01-07	The Edge of Indie Poptimism	XEgkcp	0.849	0.49	11	-9.558	1	0.0445	0.0256	0.00059	0.738	0.503	118.011	174057	indie poptimism	pop
Fiya	jame	44	Fiya	2020-01-07	The Edge of Indie Poptimism	XEgkcp	0.868	0.493	1	-10.155	0	0.0695	0.0876	NA	0.0541	0.652	108.016	182373	indie poptimism	pop
SkindeepSkyhighHeartwide	Lawrence Rothman	45	SkindeepSkyhighHeartwide	2020-01-08	The Edge of Indie Poptimism	XEgkcp	0.545	0.635	5	-6.57	1	0.0354	0.019	6.97e-05	0.0995	0.349	117.038	246593	indie poptimism	pop
flowerbeds	Sfven	42	flowerbeds	2020-01-10	The Edge of Indie Poptimism	XEgkcp	0.795	0.83	6	-5.491	1	0.0343	0.13	5.34e-05	0.0806	0.824	119.98	172293	indie poptimism	pop
Build Me Up Buttercup	Keni	44	Build Me Up Buttercup	2019-12-13	The Edge of Indie Poptimism	XEgkcp	0.421	0.157	0	-10.413	1	0.0362	0.448	0	0.149	0.217	92.153	156957	indie poptimism	pop
Home	Fortuno	43	Home	2019-10-25	The Edge of Indie Poptimism	XEgkcp	0.494	0.216	6	-11.701	1	0.0342	0.816	0.00103	0.102	0.254	121.03	206440	indie poptimism	pop
Odeia	I See Colors	43	ZzZz	2019-12-19	The Edge of Indie Poptimism	XEgkcp	0.743	0.63	7	-5.665	1	0.0529	0.0187	0.818	0.14	0.159	139.986	142286	indie poptimism	pop
Against Us	Telehope	37	Against Us	2020-01-03	The Edge of Indie Poptimism	XEgkcp	0.652	0.456	11	-12.988	1	0.0354	0.562	9.38e-05	0.12	0.124	132.056	212727	indie poptimism	pop
My Darling Heart	J.Pappas	40	My Darling Heart	2019-11-08	The Edge of Indie Poptimism	XEgkcp	0.786	0.288	4	-16.449	1	0.104	0.587	0	0.524	0.392	102.635	196683	indie poptimism	pop
Cold	Tempi	38	Cold	2019-12-14	The Edge of Indie Poptimism	XEgkcp	0.633	0.212	3	-12.092	1	0.0327	0.825	0.0264	0.106	0.0454	110.066	277091	indie poptimism	pop
Tomorrow	Dawson Hollow	38	Double Single	2020-01-14	The Edge of Indie Poptimism	XEgkcp	0.701	0.83	0	-4.843	1	0.0329	0.107	0.000191	0.652	0.881	122.01	187906	indie poptimism	pop
Happy	Noa Jamir	40	Happy	2019-11-18	The Edge of Indie Poptimism	XEgkcp	0.399	0.482	9	-7.74	0	0.278	0.423	0	0.192	0.068	79.503	219116	indie poptimism	pop
Missing Piece	Honey Butter	38	Honey Butter	2019-12-02	The Edge of Indie Poptimism	XEgkcp	0.608	0.623	9	-7.84	1	0.146	0.0851	0	0.0888	0.671	91.689	229499	indie poptimism	pop
Well Known	Atlas in Motion	40	Well Known	2020-01-01	The Edge of Indie Poptimism	XEgkcp	0.585	0.29	7	-14.767	1	0.143	0.556	1.17e-05	0.308	0.305	158.021	224153	indie poptimism	pop
Closer Than This	KAYE	40	Closer Than This	2019-12-16	The Edge of Indie Poptimism	XEgkcp	0.713	0.275	5	-10.296	0	0.0312	0.0414	8.61e-05	0.193	0.511	94.964	216117	indie poptimism	pop
Understand (How Bout No) [The DM Song]	Freak Daddy	38	Understand (How Bout No) [The DM Song]	2019-12-25	The Edge of Indie Poptimism	XEgkcp	0.732	0.947	5	-3.334	0	0.141	0.187	0.000612	0.105	0.572	100.014	254975	indie poptimism	pop
White Adidas	DLG.	33	White Adidas	2019-12-25	The Edge of Indie Poptimism	XEgkcp	0.666	0.445	9	-6.66	0	0.0367	0.149	1.51e-06	0.0939	0.293	115.992	192423	indie poptimism	pop
Miss Me	Cadence Floria	40	Miss Me	2019-12-01	The Edge of Indie Poptimism	XEgkcp	0.63	0.37	1	-16.921	0	0.0642	0.721	0.722	0.203	0.158	130.045	212481	indie poptimism	pop
Adore You	Taura	38	Adore You	2019-11-15	The Edge of Indie Poptimism	XEgkcp	0.703	0.687	8	-8.334	1	0.12	0.265	NA	0.306	0.557	139.786	209490	indie poptimism	pop
Thinkin Bout You / Too Good	IOLITE	32	Thinkin Bout You / Too Good	2020-01-03	The Edge of Indie Poptimism	XEgkcp	0.544	0.679	7	-8.695	1	0.0791	0.229	0.000169	0.508	0.416	118.907	231599	indie poptimism	pop
Numb Thing	Hunter Powell	36	Numb Thing	2019-12-27	The Edge of Indie Poptimism	XEgkcp	0.629	0.603	1	-10.903	1	0.0444	0.0132	0.000115	0.0765	0.396	119.986	252000	indie poptimism	pop
looking around at the sky.	SAND&SEA	38	looking around at the sky.	2020-01-03	The Edge of Indie Poptimism	XEgkcp	0.708	0.667	2	-7.328	1	0.0587	0.512	0	0.137	0.525	160.004	225000	indie poptimism	pop
R U D Y	Houston Kendrick	34	R U D Y	2019-12-27	The Edge of Indie Poptimism	XEgkcp	0.573	0.406	10	-8.788	1	0.0446	0.527	0	0.117	0.213	161.829	183089	indie poptimism	pop
Twisted	Sophie Gray	36	Twisted	2019-12-18	The Edge of Indie Poptimism	XEgkcp	0.811	0.383	1	-9.621	1	0.126	0.603	1.13e-06	0.173	0.424	118.027	202840	indie poptimism	pop
Moved On	Redlight Blue	39	Moved On	2019-12-16	The Edge of Indie Poptimism	XEgkcp	0.491	0.673	4	-10.568	0	0.0287	0.186	0	0.369	0.681	88.139	167045	indie poptimism	pop
Fill Into Me	Anju	35	Fill Into Me	2020-01-01	The Edge of Indie Poptimism	XEgkcp	0.512	0.328	7	-11.939	1	0.0338	0.867	0.0208	0.143	0.0729	78.017	303313	indie poptimism	pop
Orange	Sophie Holohan	39	Orange	2019-12-06	The Edge of Indie Poptimism	XEgkcp	0.791	0.554	2	-9.998	0	0.0399	0.322	1.5e-05	0.0784	0.649	113.98	198947	indie poptimism	pop
Nothing but a Memory	LAIKIPIA	36	Nothing but a Memory	2019-12-20	The Edge of Indie Poptimism	XEgkcp	0.801	0.765	2	-5.386	1	0.0359	0.0262	0.0336	0.207	0.338	115.971	219359	indie poptimism	pop
Grass is Always Greener Club	Dirty Chime	35	Grass is Always Greener Club	2019-11-08	The Edge of Indie Poptimism	XEgkcp	0.676	0.745	11	-6.049	0	0.0378	0.0711	0.00375	0.0869	0.613	125.973	200799	indie poptimism	pop
Real Eyes	Fili	38	Real Eyes	2019-12-20	The Edge of Indie Poptimism	XEgkcp	0.455	0.51	1	-10.02	1	0.0488	0.523	0.0761	0.0826	0.0368	100.145	254257	indie poptimism	pop
Holding Space	Luke Adamson	34	Holding Space	2019-11-29	The Edge of Indie Poptimism	XEgkcp	0.87	0.38	4	-10.061	0	0.0511	0.0912	0.00266	0.173	0.73	120.038	201481	indie poptimism	pop
Did I Do Something Wrong?	Bex	36	Did I Do Something Wrong?	2019-12-13	The Edge of Indie Poptimism	XEgkcp	0.445	0.28	2	-8.487	0	0.0313	0.609	0	0.149	0.0659	123.828	282773	indie poptimism	pop
striptease	carwash	48	striptease	2019-11-05	The Edge of Indie Poptimism	XEgkcp	0.693	0.572	8	-8.89	1	0.0746	0.127	0.953	0.102	0.732	130.048	160659	indie poptimism	pop
That Night	Indyah	44	That Night	2019-12-13	The Edge of Indie Poptimism	XEgkcp	0.73	0.493	7	-7.656	1	0.0419	0.201	7.11e-05	0.0562	0.374	105.036	167228	indie poptimism	pop
Real World	Stereo Jane	34	Real World	2019-11-15	The Edge of Indie Poptimism	XEgkcp	0.628	0.832	6	-2.914	0	0.0514	0.0178	0	0.135	0.389	139.605	186857	indie poptimism	pop
Do Me Like A Drug	Emmanuel Franco	35	Do Me Like A Drug	2020-01-08	The Edge of Indie Poptimism	XEgkcp	0.857	0.757	6	-4.739	1	0.0503	0.159	0.00765	0.0977	0.374	106.985	172710	indie poptimism	pop
Ambrosia	TIMIAN	34	Ambrosia	2019-11-14	The Edge of Indie Poptimism	XEgkcp	0.38	0.333	9	-10.511	0	0.0354	0.709	0.000766	0.365	0.0377	110.298	270545	indie poptimism	pop
Wait for You	Innerbloom	42	Wait for You	2019-11-26	The Edge of Indie Poptimism	XEgkcp	0.213	0.693	5	-4.868	1	0.0492	0.615	0.000108	0.192	0.134	165.571	240000	indie poptimism	pop
Lie to Me	Cam M.	33	Lie to Me	2019-11-02	The Edge of Indie Poptimism	XEgkcp	0.568	0.365	10	-8.463	0	0.0345	0.804	0	0.127	0.288	120.05	228168	indie poptimism	pop
bedroom window	c7oud	30	bedroom window	2019-12-21	The Edge of Indie Poptimism	XEgkcp	0.604	0.482	7	-11.862	1	0.0247	0.782	0.883	0.121	0.217	81.968	179250	indie poptimism	pop
Warrior	Oriel Poole	27	Warrior	2019-12-31	The Edge of Indie Poptimism	XEgkcp	0.619	0.65	6	-8.56	0	0.0489	0.102	0.000248	0.143	0.391	94.013	228511	indie poptimism	pop
Silver Lake Queen	Diplomacy	39	Silver Lake Queen	2019-10-18	The Edge of Indie Poptimism	XEgkcp	0.736	0.826	9	-4.886	0	0.0849	0.000337	0.00744	0.0441	0.864	123.953	235484	indie poptimism	pop
Enough	Rayne	32	Enough	2020-01-03	The Edge of Indie Poptimism	XEgkcp	0.653	0.411	7	-8.913	0	0.12	0.427	0	0.108	0.127	142.527	220632	indie poptimism	pop
Primadonna	Nina Tribus	39	Primadonna	2019-11-22	The Edge of Indie Poptimism	XEgkcp	0.776	0.461	1	-9.774	1	0.115	0.01	5.28e-05	0.408	0.717	109.977	137555	indie poptimism	pop
Access	Jungle Animals	31	Access	2019-10-18	The Edge of Indie Poptimism	XEgkcp	0.599	0.55	5	-7.271	1	0.0324	0.354	5.96e-05	0.149	0.385	91.982	171853	indie poptimism	pop
She Got the Moon	Berry Juice	36	She Got the Moon	2019-10-18	The Edge of Indie Poptimism	XEgkcp	0.668	0.632	8	-5.879	0	0.0523	0.0728	0.00032	0.39	0.448	115.991	278533	indie poptimism	pop
Paper Crown	Kevin Krust	28	Paper Crown	2019-12-13	The Edge of Indie Poptimism	XEgkcp	0.581	0.272	10	-8.511	0	0.0418	0.883	0	0.0745	0.545	144.212	202345	indie poptimism	pop
Know Me	Moonlight Social	33	Know Me	2019-11-22	The Edge of Indie Poptimism	XEgkcp	0.813	0.683	9	-3.394	0	0.0393	0.621	1.48e-05	0.0909	0.72	108.013	210000	indie poptimism	pop
Talk About It	Heather Cole	34	Talk About It	2019-12-06	The Edge of Indie Poptimism	XEgkcp	0.837	0.61	0	-6.497	1	0.146	0.304	8.3e-06	0.0785	0.842	147.086	164916	indie poptimism	pop
I Read U Like a Book	Simon Loof	32	I Read U Like a Book	2019-10-24	The Edge of Indie Poptimism	XEgkcp	0.774	0.58	4	-8.278	0	0.0282	0.758	4.76e-05	0.126	0.788	125.956	170539	indie poptimism	pop
Closely	August Roads	32	Highs And Lows	2019-10-24	The Edge of Indie Poptimism	XEgkcp	0.551	0.304	1	-11.5	0	0.0637	0.612	0	0.228	0.115	150.003	203120	indie poptimism	pop
Love Letters and Cigarettes	Liv Young	21	Love Letters and Cigarettes	2019-12-20	The Edge of Indie Poptimism	XEgkcp	0.672	0.678	7	-6.759	1	0.145	0.0981	0	0.185	0.309	94.111	164840	indie poptimism	pop
Slip Knots	Waxwane	31	Slip Knots	2020-01-05	The Edge of Indie Poptimism	XEgkcp	0.647	0.613	5	-8.241	0	0.0441	0.0106	NA	0.648	0.27	130.042	166154	indie poptimism	pop
Reaching Out	Isabella Hixson	32	I Will Go and Do: 2020 Youth Album	2019-11-17	The Edge of Indie Poptimism	XEgkcp	0.459	0.238	9	-8.049	1	0.034	0.89	0	0.0948	0.163	69.456	221986	indie poptimism	pop
Sinking	Tinley	26	Sinking	2019-12-13	The Edge of Indie Poptimism	XEgkcp	0.542	0.169	0	-13.416	1	0.0586	0.78	0	0.11	0.411	108.764	195092	indie poptimism	pop
Chai Tea	audrey	21	Chai Tea	2019-11-23	The Edge of Indie Poptimism	XEgkcp	0.806	0.353	0	-12.134	1	0.0366	0.845	0.000193	0.137	0.0391	98.024	263155	indie poptimism	pop
Close Enough	Slight Diversion	22	Close Enough - Single	2020-01-10	The Edge of Indie Poptimism	XEgkcp	0.625	0.542	11	-11.242	0	0.0656	0.172	0.373	0.104	0.346	74.467	252200	indie poptimism	pop
Forget you	Skyverse	18	Forget you	2019-10-18	The Edge of Indie Poptimism	XEgkcp	0.276	0.499	1	-6.017	1	0.0315	0.842	0.311	0.194	0.0438	117.597	2e+05	indie poptimism	pop
Caffeine	Funi	32	IDM EP	2019-12-06	The Edge of Indie Poptimism	XEgkcp	0.535	0.866	10	-6.434	0	0.0556	0.0156	0.835	0.115	0.0359	120.016	236000	indie poptimism	pop
atlantis	RUFUS	37	atlantis	2019-11-20	The Edge of Indie Poptimism	XEgkcp	0.3	0.36	1	-9.111	1	0.0319	0.455	0.000145	0.194	0.145	180.403	160500	indie poptimism	pop
Break The Sky	Dust of Apollon	29	Break The Sky	2020-01-13	The Edge of Indie Poptimism	XEgkcp	0.319	0.536	0	-5.857	1	0.0478	0.376	0.269	0.408	0.223	75.984	190120	indie poptimism	pop
far away from here	yaeow	21	far away from here	2020-01-01	The Edge of Indie Poptimism	XEgkcp	0.663	0.237	10	-15.844	0	0.0506	0.892	0.304	0.0788	0.236	74.97	132800	indie poptimism	pop
Best Shoes	Casey Conroy	29	Best Shoes	2020-01-10	The Edge of Indie Poptimism	XEgkcp	0.745	0.299	6	-7.64	1	0.0354	0.674	2.23e-06	0.291	0.306	94.95	218972	indie poptimism	pop
Whispers	Ella Renn	32	Whispers	2019-10-18	The Edge of Indie Poptimism	XEgkcp	0.762	0.53	9	-7.163	0	0.0501	0.348	2.4e-05	0.0985	0.323	129.989	162605	indie poptimism	pop
like that	Bea Miller	73	aurora	2018-02-23	Indie Poptimism	9lmx4c	0.573	0.441	6	-5.799	0	0.0758	0.186	0	0.61	0.389	61.657	185547	indie poptimism	pop
Thank Me Later	Anna of the North	54	Dream Girl	2019-10-25	Indie Poptimism	9lmx4c	0.755	0.496	2	-7.412	1	0.0787	0.197	0.000194	0.338	0.718	76.528	204240	indie poptimism	pop
Your Car	Alexx Mack	17	Your Car	2017-11-10	Indie Poptimism	9lmx4c	0.559	0.642	9	-9.127	1	0.103	0.0251	2.91e-06	0.266	0.203	100.083	226000	indie poptimism	pop
Oceans	Coasts	42	Coasts	2015-09-04	Indie Poptimism	9lmx4c	0.52	0.845	9	-4.567	1	0.0467	0.00163	NA	0.311	0.537	127.709	222768	indie poptimism	pop
